Court fines,2%,2%,1%,8%,1%,2%,2%,0%,3%,1%,2%,1%,4%,1%,4%,4%,3%,,,,,,,,,,
Land Register Official Search,2%,2%,3%,2%,3%,3%,1%,1%,3%,2%,3%,1%,4%,1%,4%,3%,5%,,,,,,,,,,
Land Register Official Copy,2%,2%,2%,5%,1%,2%,2%,0%,2%,2%,2%,1%,3%,1%,3%,3%,4%,,,,,,,,,,
Search Index map (SIM),2%,2%,2%,3%,3%,1%,1%,1%,3%,1%,2%,1%,3%,0%,3%,3%,3%,,,,,,,,,,
Notification of seriously damaged vehicle,1%,1%,2%,3%,0%,2%,0%,0%,1%,1%,1%,1%,1%,1%,1%,2%,1%,,,,,,,,,,
None of these,33%,34%,30%,25%,36%,29%,34%,41%,28%,37%,28%,57%,0%,80%,0%,0%,0%,,,,,,,,,,
Average number of mentions,2.78,2.77,2.65,3.08,2.8,2.7,2.57,2.8,2.98,2.56,2.89,1.89,2.94,2.47,2.97,3.03,2.41,,,,,,,,,,
  ,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,,,,,,,,,,,,,,,,,,,,,,,,,,,
G2-1. Tax disc (vehicle licence) - Where looked for information,,,,,,,,,,,,,,,,,,,,,,,,,,,
All those who have used these government offices online or offline - Tax disc (vehicle licence),,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,AGE,,,,,,GENDER,,INTERNET USAGE,,INTERNET USERS OF GOVERNMENT SERVICES,,,,,,,,,,,,,,
,Total,Unwtd Total,16-24 (a),25-34 (b),35-44 (c),45-54 (d),55-64 (e),65+ (f),Male (g),Female (h),Internet users (i),Non/ rare internet users (CAN'T) (j),Use the internet for  digital government services (DO) (k),Use the internet but do not use digital government services (CAN BUT DON'T) (l),Online for any services at G2 (m),Online for any services at G3 (n),Online for any services at G2 but not G3 (n),,,,,,,,,,
Base,437,426,37,58,71,83,78,110,241,197,397,41,370,27,355,345,25,,,,,,,,,,
Unweighted Base,426,426,30,58,67,81,86,104,240,186,373,53,349,24,336,323,26,,,,,,,,,,
Through a website,77%,74%,72%,78%,94%,84%,74%,63%,79%,74%,85%,0%,91%,0%,95%,91%,83%,,,,,,,,,,
By email,4%,4%,0%,7%,0%,3%,3%,7%,2%,6%,4%,0%,3%,24%,1%,3%,4%,,,,,,,,,,
Over the phone,6%,6%,9%,10%,1%,2%,3%,10%,7%,5%,4%,26%,3%,10%,3%,3%,10%,,,,,,,,,,
Face to face,11%,13%,15%,10%,8%,8%,10%,14%,11%,10%,5%,63%,3%,35%,3%,3%,10%,,,,,,,,,,
Don't know / can't remember,6%,6%,4%,4%,2%,4%,10%,8%,3%,9%,5%,11%,3%,35%,1%,3%,0%,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,,,,,,,,,,,,,,,,,,,,,,,,,,,
G2-2. PAYE (Income Tax) - Where looked for information,,,,,,,,,,,,,,,,,,,,,,,,,,,
All those who have used these government offices online or offline - PAYE (Income Tax),,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,AGE,,,,,,GENDER,,INTERNET USAGE,,INTERNET USERS OF GOVERNMENT SERVICES,,,,,,,,,,,,,,
,Total,Unwtd Total,16-24 (a),25-34 (b),35-44 (c),45-54 (d),55-64 (e),65+ (f),Male (g),Female (h),Internet users (i),Non/ rare internet users (CAN'T) (j),Use the internet for  digital government services (DO) (k),Use the internet but do not use digital government services (CAN BUT DON'T) (l),Online for any services at G2 (m),Online for any services at G3 (n),Online for any services at G2 but not G3 (n),,,,,,,,,,
Base,137,130,23,25,22,23,20,24,82,55,131,6,120,11,118,96,24,,,,,,,,,,
Unweighted Base,130,130,18,26,21,23,20,22,80,50,122,8,112,10,110,91,21,,,,,,,,,,
Through a website,78%,76%,76%,80%,89%,82%,69%,73%,78%,79%,82%,0%,89%,0%,91%,89%,92%,,,,,,,,,,
By email,8%,9%,6%,10%,3%,6%,12%,11%,8%,7%,8%,0%,7%,24%,6%,7%,6%,,,,,,,,,,
Over the phone,13%,15%,28%,14%,6%,9%,6%,12%,17%,6%,12%,32%,8%,49%,9%,10%,0%,,,,,,,,,,
Face to face,6%,7%,7%,18%,5%,0%,3%,3%,6%,7%,6%,19%,6%,0%,6%,6%,8%,,,,,,,,,,
Don't know / can't remember,5%,5%,0%,4%,0%,6%,10%,10%,2%,10%,3%,49%,1%,27%,0%,1%,0%,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,,,,,,,,,,,,,,,,,,,,,,,,,,,
G2-3. TV Licensing - Where looked for information,,,,,,,,,,,,,,,,,,,,,,,,,,,
All those who have used these government offices online or offline - TV Licensing,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,AGE,,,,,,GENDER,,INTERNET USAGE,,INTERNET USERS OF GOVERNMENT SERVICES,,,,,,,,,,,,,,
,Total,Unwtd Total,16-24 (a),25-34 (b),35-44 (c),45-54 (d),55-64 (e),65+ (f),Male (g),Female (h),Internet users (i),Non/ rare internet users (CAN'T) (j),Use the internet for  digital government services (DO) (k),Use the internet but do not use digital government services (CAN BUT DON'T) (l),Online for any services at G2 (m),Online for any services at G3 (n),Online for any services at G2 but not G3 (n),,,,,,,,,,
Base,393,404,53,74,66,64,65,72,201,192,335,58,312,23,301,288,24,,,,,,,,,,
Unweighted Base,404,404,44,76,66,70,76,72,205,199,323,81,300,23,291,277,23,,,,,,,,,,
Through a website,72%,68%,81%,79%,83%,72%,67%,55%,77%,68%,85%,0%,91%,0%,95%,92%,87%,,,,,,,,,,
By email,6%,6%,3%,5%,10%,9%,2%,9%,8%,4%,7%,0%,4%,51%,3%,4%,6%,,,,,,,,,,
Over the phone,10%,11%,14%,9%,9%,6%,12%,10%,9%,10%,5%,36%,4%,19%,5%,4%,9%,,,,,,,,,,
Face to face,8%,11%,8%,5%,4%,8%,11%,13%,8%,9%,2%,42%,1%,16%,1%,2%,0%,,,,,,,,,,
Don't know / can't remember,6%,7%,0%,7%,1%,7%,8%,14%,3%,10%,4%,23%,3%,15%,1%,2%,8%,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,,,,,,,,,,,,,,,,,,,,,,,,,,,
G2-4. Income Tax Self-Assessment - Where looked for information,,,,,,,,,,,,,,,,,,,,,,,,,,,
All those who have used these government offices online or offline - Income Tax Self-Assessment,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,AGE,,,,,,GENDER,,INTERNET USAGE,,INTERNET USERS OF GOVERNMENT SERVICES,,,,,,,,,,,,,,
,Total,Unwtd Total,16-24 (a),25-34 (b),35-44 (c),45-54 (d),55-64 (e),65+ (f),Male (g),Female (h),Internet users (i),Non/ rare internet users (CAN'T) (j),Use the internet for  digital government services (DO) (k),Use the internet but do not use digital government services (CAN BUT DON'T) (l),Online for any services at G2 (m),Online for any services at G3 (n),Online for any services at G2 but not G3 (n),,,,,,,,,,
Base,136,133,12,14,28,26,29,28,77,59,127,8,120,8,116,109,11,,,,,,,,,,
Unweighted Base,133,133,9,17,26,26,29,26,80,53,122,11,115,7,111,105,10,,,,,,,,,,
Through a website,80%,77%,60%,71%,87%,78%,83%,82%,79%,80%,85%,0%,90%,0%,93%,90%,94%,,,,,,,,,,
By email,13%,13%,44%,5%,9%,17%,8%,11%,13%,13%,14%,0%,12%,45%,10%,12%,20%,,,,,,,,,,
Over the phone,12%,14%,11%,19%,6%,25%,2%,13%,15%,8%,11%,31%,11%,9%,11%,10%,22%,,,,,,,,,,
Face to face,2%,2%,0%,0%,7%,5%,0%,0%,4%,0%,2%,13%,2%,0%,2%,2%,0%,,,,,,,,,,
Don't know / can't remember,8%,8%,0%,10%,6%,9%,9%,9%,7%,8%,5%,56%,2%,47%,1%,2%,0%,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,,,,,,,,,,,,,,,,,,,,,,,,,,,
G2-5. Land Register Official Copy - Where looked for information,,,,,,,,,,,,,,,,,,,,,,,,,,,
All those who have used these government offices online or offline - Land Register Official Copy,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,AGE,,,,,,GENDER,,INTERNET USAGE,,INTERNET USERS OF GOVERNMENT SERVICES,,,,,,,,,,,,,,
,Total,Unwtd Total,16-24 (a),25-34 (b),35-44 (c),45-54 (d),55-64 (e),65+ (f),Male (g),Female (h),Internet users (i),Non/ rare internet users (CAN'T) (j),Use the internet for  digital government services (DO) (k),Use the internet but do not use digital government services (CAN BUT DON'T) (l),Online for any services at G2 (m),Online for any services at G3 (n),Online for any services at G2 but not G3 (n),,,,,,,,,,
Base,26,25,3,11,2,5,3,1,14,11,24,2,21,3,21,17,4,,,,,,,,,,
Unweighted Base,25,25,2,12,2,5,3,1,13,12,23,2,20,3,20,17,3,,,,,,,,,,
Through a website,58%,60%,51%,35%,100%,85%,67%,100%,84%,27%,63%,0%,71%,0%,71%,69%,82%,,,,,,,,,,
By email,21%,20%,50%,15%,0%,44%,0%,0%,20%,23%,23%,0%,18%,58%,18%,18%,18%,,,,,,,,,,
Over the phone,34%,32%,0%,32%,100%,29%,56%,0%,30%,39%,29%,100%,33%,0%,33%,40%,0%,,,,,,,,,,
Face to face,12%,8%,50%,0%,0%,29%,0%,0%,10%,15%,13%,0%,15%,0%,15%,18%,0%,,,,,,,,,,
Don't know / can't remember,8%,8%,0%,19%,0%,0%,0%,0%,6%,11%,9%,0%,4%,42%,4%,5%,0%,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,,,,,,,,,,,,,,,,,,,,,,,,,,,
G2-6. Passport - Where looked for information,,,,,,,,,,,,,,,,,,,,,,,,,,,
All those who have used these government offices online or offline - Passport,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,AGE,,,,,,GENDER,,INTERNET USAGE,,INTERNET USERS OF GOVERNMENT SERVICES,,,,,,,,,,,,,,
,Total,Unwtd Total,16-24 (a),25-34 (b),35-44 (c),45-54 (d),55-64 (e),65+ (f),Male (g),Female (h),Internet users (i),Non/ rare internet users (CAN'T) (j),Use the internet for  digital government services (DO) (k),Use the internet but do not use digital government services (CAN BUT DON'T) (l),Online for any services at G2 (m),Online for any services at G3 (n),Online for any services at G2 but not G3 (n),,,,,,,,,,
Base,211,210,37,45,46,32,21,30,110,101,197,14,184,14,178,147,37,,,,,,,,,,
Unweighted Base,210,210,31,48,47,32,23,29,112,98,189,21,175,14,170,138,37,,,,,,,,,,
Through a website,77%,74%,73%,70%,93%,83%,80%,62%,74%,81%,83%,0%,89%,0%,92%,87%,96%,,,,,,,,,,
By email,6%,5%,17%,5%,4%,5%,0%,3%,4%,8%,6%,0%,4%,36%,3%,5%,2%,,,,,,,,,,
Over the phone,10%,11%,15%,10%,13%,3%,6%,7%,15%,4%,8%,34%,8%,15%,8%,8%,8%,,,,,,,,,,
Face to face,14%,14%,28%,13%,7%,8%,12%,21%,16%,13%,12%,52%,11%,26%,9%,10%,14%,,,,,,,,,,
Don't know / can't remember,4%,5%,5%,3%,2%,2%,7%,10%,5%,3%,3%,20%,2%,24%,2%,2%,0%,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,,,,,,,,,,,,,,,,,,,,,,,,,,,
G2-7. Criminal Records Bureau Check - Where looked for information,,,,,,,,,,,,,,,,,,,,,,,,,,,
All those who have used these government offices online or offline - Criminal Records Bureau Check,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,AGE,,,,,,GENDER,,INTERNET USAGE,,INTERNET USERS OF GOVERNMENT SERVICES,,,,,,,,,,,,,,
,Total,Unwtd Total,16-24 (a),25-34 (b),35-44 (c),45-54 (d),55-64 (e),65+ (f),Male (g),Female (h),Internet users (i),Non/ rare internet users (CAN'T) (j),Use the internet for  digital government services (DO) (k),Use the internet but do not use digital government services (CAN BUT DON'T) (l),Online for any services at G2 (m),Online for any services at G3 (n),Online for any services at G2 but not G3 (n),,,,,,,,,,
Base,35,36,3,10,9,8,4,2,16,19,31,4,27,4,25,24,3,,,,,,,,,,
Unweighted Base,36,36,3,10,8,9,4,2,18,18,31,5,27,4,25,24,3,,,,,,,,,,
Through a website,63%,58%,100%,64%,76%,42%,43%,50%,55%,70%,72%,0%,82%,0%,88%,84%,68%,,,,,,,,,,
By email,15%,19%,27%,7%,15%,19%,0%,50%,22%,9%,17%,0%,17%,18%,12%,15%,31%,,,,,,,,,,
Over the phone,11%,14%,0%,24%,0%,8%,27%,0%,12%,10%,8%,36%,6%,17%,6%,7%,0%,,,,,,,,,,
Face to face,18%,22%,27%,33%,10%,18%,0%,0%,18%,18%,19%,15%,15%,40%,16%,10%,63%,,,,,,,,,,
Don't know / can't remember,11%,8%,0%,0%,19%,14%,30%,0%,10%,11%,5%,49%,0%,42%,0%,0%,0%,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,,,,,,,,,,,,,,,,,,,,,,,,,,,
G2-8. Land Register View - Where looked for information,,,,,,,,,,,,,,,,,,,,,,,,,,,
All those who have used these government offices online or offline - Land Register View,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,AGE,,,,,,GENDER,,INTERNET USAGE,,INTERNET USERS OF GOVERNMENT SERVICES,,,,,,,,,,,,,,
,Total,Unwtd Total,16-24 (a),25-34 (b),35-44 (c),45-54 (d),55-64 (e),65+ (f),Male (g),Female (h),Internet users (i),Non/ rare internet users (CAN'T) (j),Use the internet for  digital government services (DO) (k),Use the internet but do not use digital government services (CAN BUT DON'T) (l),Online for any services at G2 (m),Online for any services at G3 (n),Online for any services at G2 but not G3 (n),,,,,,,,,,
Base,33,32,5,7,5,4,7,6,18,15,32,1,29,3,29,25,4,,,,,,,,,,
Unweighted Base,32,32,3,7,6,4,7,5,18,14,31,1,28,3,28,24,4,,,,,,,,,,
Through a website,78%,75%,100%,49%,77%,61%,90%,89%,92%,60%,79%,0%,86%,0%,86%,84%,100%,,,,,,,,,,
By email,11%,13%,0%,43%,0%,20%,0%,0%,8%,15%,11%,0%,10%,27%,10%,9%,16%,,,,,,,,,,
Over the phone,14%,16%,0%,10%,23%,57%,11%,0%,12%,17%,14%,0%,13%,27%,13%,15%,0%,,,,,,,,,,
Face to face,6%,6%,0%,10%,0%,38%,0%,0%,8%,5%,6%,0%,7%,0%,7%,8%,0%,,,,,,,,,,
Don't know / can't remember,6%,6%,0%,18%,0%,0%,0%,11%,0%,13%,4%,100%,0%,46%,0%,0%,0%,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G2-9. UKBA forms [e.g. for visas, nationality] - Where looked for information",,,,,,,,,,,,,,,,,,,,,,,,,,,
"All those who have used these government offices online or offline - UKBA forms 'e.g. for visas, nationality'",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,AGE,,,,,,GENDER,,INTERNET USAGE,,INTERNET USERS OF GOVERNMENT SERVICES,,,,,,,,,,,,,,
,Total,Unwtd Total,16-24 (a),25-34 (b),35-44 (c),45-54 (d),55-64 (e),65+ (f),Male (g),Female (h),Internet users (i),Non/ rare internet users (CAN'T) (j),Use the internet for  digital government services (DO) (k),Use the internet but do not use digital government services (CAN BUT DON'T) (l),Online for any services at G2 (m),Online for any services at G3 (n),Online for any services at G2 but not G3 (n),,,,,,,,,,
Base,44,42,8,16,4,8,2,5,28,16,43,1,39,4,39,36,4,,,,,,,,,,
Unweighted Base,42,42,6,17,5,7,2,5,27,15,41,1,36,5,36,32,4,,,,,,,,,,
Through a website,68%,67%,50%,80%,84%,67%,100%,33%,71%,63%,69%,0%,76%,0%,76%,74%,100%,,,,,,,,,,
By email,25%,24%,21%,4%,65%,37%,0%,56%,28%,21%,26%,0%,24%,39%,24%,27%,0%,,,,,,,,,,
Over the phone,15%,17%,29%,9%,32%,0%,37%,11%,16%,13%,14%,100%,12%,37%,12%,13%,0%,,,,,,,,,,
Face to face,15%,17%,0%,22%,16%,30%,0%,0%,22%,3%,15%,0%,14%,25%,14%,15%,0%,,,,,,,,,,
Don't know / can't remember,2%,2%,0%,4%,0%,0%,0%,0%,2%,0%,2%,0%,2%,0%,2%,2%,0%,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,,,,,,,,,,,,,,,,,,,,,,,,,,,
G2-10. Court fines - Where looked for information,,,,,,,,,,,,,,,,,,,,,,,,,,,
All those who have used these government offices online or offline - Court fines,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,AGE,,,,,,GENDER,,INTERNET USAGE,,INTERNET USERS OF GOVERNMENT SERVICES,,,,,,,,,,,,,,
,Total,Unwtd Total,16-24 (a),25-34 (b),35-44 (c),45-54 (d),55-64 (e),65+ (f),Male (g),Female (h),Internet users (i),Non/ rare internet users (CAN'T) (j),Use the internet for  digital government services (DO) (k),Use the internet but do not use digital government services (CAN BUT DON'T) (l),Online for any services at G2 (m),Online for any services at G3 (n),Online for any services at G2 but not G3 (n),,,,,,,,,,
Base,29,30,3,16,3,4,3,1,21,9,26,3,24,2,23,21,4,,,,,,,,,,
Unweighted Base,30,30,2,16,3,5,3,1,22,8,25,5,23,2,22,19,4,,,,,,,,,,
Through a website,56%,50%,100%,42%,100%,28%,70%,100%,55%,59%,63%,0%,68%,0%,70%,70%,56%,,,,,,,,,,
By email,26%,27%,61%,14%,75%,37%,0%,0%,29%,20%,29%,0%,28%,37%,26%,30%,19%,,,,,,,,,,
Over the phone,27%,30%,0%,39%,25%,0%,30%,0%,29%,22%,23%,57%,25%,0%,25%,24%,25%,,,,,,,,,,
Face to face,23%,23%,61%,18%,25%,36%,0%,0%,16%,38%,20%,43%,22%,0%,22%,25%,0%,,,,,,,,,,
Don't know / can't remember,4%,3%,0%,8%,0%,0%,0%,0%,0%,14%,5%,0%,0%,63%,0%,0%,0%,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,,,,,,,,,,,,,,,,,,,,,,,,,,,
G2-11. Land Register Official Search - Where looked for information,,,,,,,,,,,,,,,,,,,,,,,,,,,
All those who have used these government offices online or offline - Land Register Official Search,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,AGE,,,,,,GENDER,,INTERNET USAGE,,INTERNET USERS OF GOVERNMENT SERVICES,,,,,,,,,,,,,,
,Total,Unwtd Total,16-24 (a),25-34 (b),35-44 (c),45-54 (d),55-64 (e),65+ (f),Male (g),Female (h),Internet users (i),Non/ rare internet users (CAN'T) (j),Use the internet for  digital government services (DO) (k),Use the internet but do not use digital government services (CAN BUT DON'T) (l),Online for any services at G2 (m),Online for any services at G3 (n),Online for any services at G2 but not G3 (n),,,,,,,,,,
Base,28,28,6,4,8,6,2,2,18,10,27,1,25,2,25,20,5,,,,,,,,,,
Unweighted Base,28,28,4,4,9,6,2,3,16,12,26,2,23,3,23,19,4,,,,,,,,,,
Through a website,52%,54%,29%,24%,46%,89%,100%,50%,52%,53%,54%,0%,60%,0%,60%,57%,70%,,,,,,,,,,
By email,20%,18%,21%,24%,18%,33%,0%,0%,20%,21%,21%,0%,17%,68%,17%,13%,30%,,,,,,,,,,
Over the phone,13%,11%,45%,0%,10%,0%,0%,0%,8%,20%,13%,0%,14%,0%,14%,18%,0%,,,,,,,,,,
Face to face,22%,18%,26%,29%,27%,22%,0%,0%,26%,15%,23%,0%,25%,0%,25%,31%,0%,,,,,,,,,,
Don't know / can't remember,10%,14%,0%,23%,10%,0%,0%,50%,10%,11%,6%,100%,4%,32%,4%,5%,0%,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,,,,,,,,,,,,,,,,,,,,,,,,,,,
G2-12. Change of driving license address - Where looked for information,,,,,,,,,,,,,,,,,,,,,,,,,,,
All those who have used these government offices online or offline - Change of driving license address,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,AGE,,,,,,GENDER,,INTERNET USAGE,,INTERNET USERS OF GOVERNMENT SERVICES,,,,,,,,,,,,,,
,Total,Unwtd Total,16-24 (a),25-34 (b),35-44 (c),45-54 (d),55-64 (e),65+ (f),Male (g),Female (h),Internet users (i),Non/ rare internet users (CAN'T) (j),Use the internet for  digital government services (DO) (k),Use the internet but do not use digital government services (CAN BUT DON'T) (l),Online for any services at G2 (m),Online for any services at G3 (n),Online for any services at G2 but not G3 (n),,,,,,,,,,
Base,74,76,13,19,16,14,6,7,35,39,70,4,64,6,62,60,4,,,,,,,,,,
Unweighted Base,76,76,9,21,17,14,8,7,36,40,69,7,63,6,61,60,3,,,,,,,,,,
Through a website,72%,67%,60%,69%,78%,81%,67%,69%,69%,74%,76%,0%,83%,0%,86%,84%,76%,,,,,,,,,,
By email,6%,5%,14%,5%,5%,5%,0%,0%,7%,5%,6%,0%,4%,27%,4%,4%,0%,,,,,,,,,,
Over the phone,7%,9%,9%,15%,0%,4%,0%,9%,13%,1%,6%,26%,4%,19%,4%,5%,0%,,,,,,,,,,
Face to face,14%,16%,10%,21%,15%,0%,23%,23%,9%,19%,12%,44%,9%,42%,7%,10%,0%,,,,,,,,,,
Don't know / can't remember,6%,8%,7%,0%,7%,10%,11%,0%,4%,7%,4%,30%,3%,13%,3%,2%,25%,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G2-13. Birth, death or marriage certificate - Where looked for information",,,,,,,,,,,,,,,,,,,,,,,,,,,
"All those who have used these government offices online or offline - Birth, death or marriage certificate",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,AGE,,,,,,GENDER,,INTERNET USAGE,,INTERNET USERS OF GOVERNMENT SERVICES,,,,,,,,,,,,,,
,Total,Unwtd Total,16-24 (a),25-34 (b),35-44 (c),45-54 (d),55-64 (e),65+ (f),Male (g),Female (h),Internet users (i),Non/ rare internet users (CAN'T) (j),Use the internet for  digital government services (DO) (k),Use the internet but do not use digital government services (CAN BUT DON'T) (l),Online for any services at G2 (m),Online for any services at G3 (n),Online for any services at G2 but not G3 (n),,,,,,,,,,
Base,106,106,13,24,17,22,10,19,56,50,94,12,83,11,79,67,16,,,,,,,,,,
Unweighted Base,106,106,12,24,19,22,10,19,55,51,88,18,78,10,75,64,14,,,,,,,,,,
Through a website,60%,58%,57%,40%,72%,80%,68%,46%,62%,57%,67%,0%,76%,0%,80%,81%,57%,,,,,,,,,,
By email,9%,9%,16%,14%,0%,13%,0%,5%,7%,11%,10%,0%,7%,31%,6%,9%,0%,,,,,,,,,,
Over the phone,14%,14%,13%,33%,4%,4%,9%,13%,15%,12%,12%,28%,12%,12%,11%,11%,16%,,,,,,,,,,
Face to face,23%,24%,21%,34%,20%,16%,17%,26%,25%,21%,18%,62%,15%,39%,14%,11%,33%,,,,,,,,,,
Don't know / can't remember,5%,6%,7%,5%,4%,0%,7%,10%,3%,8%,4%,10%,2%,18%,3%,3%,0%,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,,,,,,,,,,,,,,,,,,,,,,,,,,,
G2-14. Corporation Tax - Where looked for information,,,,,,,,,,,,,,,,,,,,,,,,,,,
All those who have used these government offices online or offline - Corporation Tax,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,AGE,,,,,,GENDER,,INTERNET USAGE,,INTERNET USERS OF GOVERNMENT SERVICES,,,,,,,,,,,,,,
,Total,Unwtd Total,16-24 (a),25-34 (b),35-44 (c),45-54 (d),55-64 (e),65+ (f),Male (g),Female (h),Internet users (i),Non/ rare internet users (CAN'T) (j),Use the internet for  digital government services (DO) (k),Use the internet but do not use digital government services (CAN BUT DON'T) (l),Online for any services at G2 (m),Online for any services at G3 (n),Online for any services at G2 but not G3 (n),,,,,,,,,,
Base,30,31,4,9,6,6,1,3,21,9,28,1,25,3,25,21,4,,,,,,,,,,
Unweighted Base,31,31,3,10,6,7,1,4,23,8,29,2,24,5,24,19,5,,,,,,,,,,
Through a website,65%,58%,100%,39%,50%,79%,100%,80%,61%,74%,68%,0%,77%,0%,77%,75%,84%,,,,,,,,,,
By email,18%,19%,0%,34%,0%,33%,0%,0%,25%,0%,18%,0%,17%,32%,17%,10%,47%,,,,,,,,,,
Over the phone,17%,19%,0%,20%,12%,31%,0%,20%,22%,8%,14%,100%,10%,41%,10%,6%,32%,,,,,,,,,,
Face to face,14%,13%,0%,20%,38%,0%,0%,0%,11%,19%,14%,0%,12%,27%,12%,15%,0%,,,,,,,,,,
Don't know / can't remember,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,,,,,,,,,,,,,,,,,,,,,,,,,,,
G2-15. Search Index map (SIM) - Where looked for information,,,,,,,,,,,,,,,,,,,,,,,,,,,
All those who have used these government offices online or offline - Search Index map (SIM),,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,AGE,,,,,,GENDER,,INTERNET USAGE,,INTERNET USERS OF GOVERNMENT SERVICES,,,,,,,,,,,,,,
,Total,Unwtd Total,16-24 (a),25-34 (b),35-44 (c),45-54 (d),55-64 (e),65+ (f),Male (g),Female (h),Internet users (i),Non/ rare internet users (CAN'T) (j),Use the internet for  digital government services (DO) (k),Use the internet but do not use digital government services (CAN BUT DON'T) (l),Online for any services at G2 (m),Online for any services at G3 (n),Online for any services at G2 but not G3 (n),,,,,,,,,,
Base,23,24,4,7,6,2,1,3,16,7,22,1,20,2,18,17,3,,,,,,,,,,
Unweighted Base,24,24,3,7,6,3,2,3,17,7,22,2,20,2,18,17,3,,,,,,,,,,
Through a website,57%,54%,0%,59%,89%,34%,50%,71%,56%,59%,60%,0%,65%,0%,74%,71%,25%,,,,,,,,,,
By email,31%,29%,81%,51%,0%,34%,0%,0%,35%,22%,33%,0%,27%,100%,22%,19%,75%,,,,,,,,,,
Over the phone,12%,17%,19%,20%,0%,0%,50%,0%,8%,20%,13%,0%,14%,0%,15%,12%,24%,,,,,,,,,,
Face to face,16%,21%,19%,24%,11%,33%,0%,0%,18%,10%,10%,100%,11%,0%,13%,13%,0%,,,,,,,,,,
Don't know / can't remember,4%,4%,0%,0%,0%,0%,0%,29%,6%,0%,4%,0%,4%,0%,0%,5%,0%,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,,,,,,,,,,,,,,,,,,,,,,,,,,,
G2-16. Immigration enquiry - Where looked for information,,,,,,,,,,,,,,,,,,,,,,,,,,,
All those who have used these government offices online or offline - Immigration enquiry,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,AGE,,,,,,GENDER,,INTERNET USAGE,,INTERNET USERS OF GOVERNMENT SERVICES,,,,,,,,,,,,,,
,Total,Unwtd Total,16-24 (a),25-34 (b),35-44 (c),45-54 (d),55-64 (e),65+ (f),Male (g),Female (h),Internet users (i),Non/ rare internet users (CAN'T) (j),Use the internet for  digital government services (DO) (k),Use the internet but do not use digital government services (CAN BUT DON'T) (l),Online for any services at G2 (m),Online for any services at G3 (n),Online for any services at G2 but not G3 (n),,,,,,,,,,
Base,38,36,11,12,5,4,2,4,21,16,36,2,29,7,29,24,5,,,,,,,,,,
Unweighted Base,36,36,8,13,6,4,2,3,21,15,35,1,28,7,28,24,4,,,,,,,,,,
Through a website,61%,64%,24%,72%,87%,66%,100%,73%,73%,45%,63%,0%,78%,0%,78%,74%,100%,,,,,,,,,,
By email,14%,14%,26%,13%,0%,17%,0%,0%,11%,18%,15%,0%,8%,41%,8%,10%,0%,,,,,,,,,,
Over the phone,22%,22%,37%,16%,13%,17%,57%,0%,22%,22%,19%,100%,12%,45%,12%,15%,0%,,,,,,,,,,
Face to face,14%,11%,30%,6%,0%,33%,0%,0%,10%,20%,15%,0%,18%,0%,18%,22%,0%,,,,,,,,,,
